epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,11549.9,0.96375,0.60588,0.98275,0.78194,0.6833,0.74349,0.45623,0.94798,0.71329,0.96626,0.000495291,0.000495291,0.000495291
68,11661.3,0.95751,0.60354,0.97803,0.77872,0.68906,0.74425,0.4568,0.95092,0.63669,0.96676,0.000481144,0.000481144,0.000481144
69,11772.9,0.95642,0.60434,0.9791,0.7672,0.69744,0.75011,0.45806,0.94872,0.67983,0.96634,0.000466997,0.000466997,0.000466997
70,11884.2,0.95551,0.60928,0.97989,0.79158,0.6857,0.7519,0.45876,0.94375,0.68559,0.96436,0.00045285,0.00045285,0.00045285
71,11995.6,0.94743,0.59767,0.97424,0.77762,0.6971,0.74901,0.45899,0.94473,0.72098,0.96692,0.000438703,0.000438703,0.000438703
72,12107.1,0.95132,0.59699,0.97548,0.7715,0.69353,0.74834,0.45807,0.94554,0.70878,0.9655,0.000424556,0.000424556,0.000424556
73,12218.3,0.94914,0.5978,0.97689,0.77812,0.6911,0.74794,0.45738,0.94518,0.66093,0.96302,0.000410409,0.000410409,0.000410409
74,12330.1,0.94316,0.59163,0.97093,0.77546,0.69763,0.74919,0.45861,0.94201,0.67228,0.96309,0.000396262,0.000396262,0.000396262
75,12441.7,0.93549,0.59133,0.96764,0.78606,0.6936,0.74951,0.46108,0.93952,0.67419,0.96161,0.000382115,0.000382115,0.000382115
76,12553.3,0.9469,0.59145,0.97645,0.79952,0.68779,0.75174,0.46134,0.94006,0.63129,0.96226,0.000367967,0.000367967,0.000367967
77,12664.8,0.94108,0.58958,0.96816,0.77898,0.70171,0.75214,0.4621,0.93649,0.66925,0.95959,0.00035382,0.00035382,0.00035382
78,12776.7,0.9401,0.58948,0.97068,0.77389,0.69799,0.75323,0.46109,0.93719,0.73872,0.96104,0.000339673,0.000339673,0.000339673
79,12888.3,0.93201,0.58283,0.96855,0.78178,0.69544,0.75142,0.46239,0.93714,0.68704,0.96005,0.000325526,0.000325526,0.000325526
80,13000,0.93714,0.5828,0.96819,0.78206,0.69664,0.75267,0.46251,0.93508,0.66807,0.95863,0.000311379,0.000311379,0.000311379
81,13114.2,0.93268,0.58174,0.96676,0.78507,0.69513,0.75386,0.46251,0.93652,0.69682,0.95933,0.000297232,0.000297232,0.000297232
82,13226.5,0.9277,0.58024,0.96816,0.78022,0.69998,0.75311,0.46407,0.93379,0.68295,0.95834,0.000283085,0.000283085,0.000283085
83,13339.5,0.92439,0.57481,0.96438,0.77252,0.70633,0.7512,0.46264,0.93518,0.70858,0.95814,0.000268938,0.000268938,0.000268938
84,13452.8,0.92479,0.57555,0.96521,0.78434,0.69868,0.75225,0.46387,0.93522,0.65504,0.95822,0.000254791,0.000254791,0.000254791
85,13565.6,0.92254,0.57511,0.96479,0.79149,0.6959,0.75462,0.46292,0.93563,0.65062,0.95893,0.000240644,0.000240644,0.000240644
86,13677.2,0.92072,0.5683,0.96425,0.78682,0.69481,0.75501,0.46488,0.93459,0.65569,0.95867,0.000226497,0.000226497,0.000226497
87,13789,0.92007,0.56822,0.96317,0.78731,0.69787,0.7557,0.46437,0.93476,0.67461,0.95878,0.000212349,0.000212349,0.000212349
88,13900.3,0.91485,0.56839,0.96524,0.77751,0.70309,0.75591,0.46551,0.93191,0.68386,0.95773,0.000198202,0.000198202,0.000198202
89,14012,0.92111,0.56936,0.96292,0.77581,0.70348,0.75507,0.46541,0.93254,0.67982,0.9591,0.000184055,0.000184055,0.000184055
90,14124.2,0.90999,0.5627,0.95898,0.77965,0.70823,0.75758,0.46604,0.93178,0.63978,0.95663,0.000169908,0.000169908,0.000169908
91,14278.4,0.90763,0.54357,0.95321,0.78197,0.69345,0.75332,0.46112,0.94262,0.64916,0.96196,0.000155761,0.000155761,0.000155761
92,14387.4,0.8961,0.53383,0.94872,0.78356,0.69643,0.7546,0.46242,0.93752,0.65097,0.96004,0.000141614,0.000141614,0.000141614
93,14496.7,0.89218,0.5319,0.94848,0.78752,0.69733,0.75517,0.46457,0.93435,0.63825,0.95772,0.000127467,0.000127467,0.000127467
94,14605.7,0.88812,0.53123,0.94441,0.78875,0.6962,0.75541,0.46425,0.9329,0.64676,0.95717,0.00011332,0.00011332,0.00011332
95,14714.8,0.88607,0.52805,0.94545,0.79069,0.69642,0.75661,0.46489,0.93245,0.61594,0.95714,9.91726e-05,9.91726e-05,9.91726e-05
96,14823.7,0.88576,0.52634,0.94435,0.79833,0.69005,0.75719,0.46485,0.93375,0.63613,0.95768,8.50255e-05,8.50255e-05,8.50255e-05
97,14933.4,0.87922,0.51935,0.94084,0.79301,0.69358,0.7562,0.46526,0.9309,0.63381,0.95618,7.08784e-05,7.08784e-05,7.08784e-05
98,15042.4,0.88196,0.52086,0.94358,0.78538,0.69715,0.75701,0.46506,0.93137,0.62488,0.95598,5.67313e-05,5.67313e-05,5.67313e-05
99,15152,0.87934,0.51804,0.942,0.78351,0.70069,0.75693,0.46549,0.93112,0.63243,0.95643,4.25842e-05,4.25842e-05,4.25842e-05
100,15261.1,0.87712,0.51632,0.94138,0.78651,0.6985,0.75637,0.46661,0.93064,0.6262,0.95614,2.84371e-05,2.84371e-05,2.84371e-05
