epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,7707.94,0.95868,0.61276,0.9726,0.78308,0.70526,0.76249,0.48046,0.98421,0.62869,0.99812,0.000438703,0.000438703,0.000438703
72,7815.16,0.95797,0.61194,0.97096,0.78087,0.71135,0.76162,0.47997,0.98255,0.63445,0.99487,0.000424556,0.000424556,0.000424556
73,7921.54,0.95823,0.6088,0.9701,0.79779,0.69659,0.76542,0.4795,0.98443,0.63265,0.99532,0.000410409,0.000410409,0.000410409
74,8028.49,0.95804,0.61056,0.9728,0.78257,0.70898,0.76456,0.48251,0.97763,0.62779,0.9923,0.000396262,0.000396262,0.000396262
75,8134.43,0.95794,0.60928,0.9702,0.77442,0.71725,0.76491,0.48155,0.98048,0.63466,0.99489,0.000382115,0.000382115,0.000382115
76,8240.32,0.94574,0.59933,0.96627,0.78246,0.71397,0.76602,0.48198,0.97994,0.63404,0.99503,0.000367967,0.000367967,0.000367967
77,8347.12,0.94904,0.60457,0.96822,0.78632,0.71797,0.7686,0.48334,0.98115,0.62812,0.99262,0.00035382,0.00035382,0.00035382
78,8453.82,0.94647,0.60065,0.96498,0.79339,0.7069,0.76814,0.48249,0.97984,0.63024,0.9926,0.000339673,0.000339673,0.000339673
79,8561.7,0.94433,0.59902,0.96742,0.77744,0.71836,0.76856,0.48463,0.97694,0.62329,0.99033,0.000325526,0.000325526,0.000325526
80,8668.26,0.94127,0.59617,0.96662,0.78139,0.71638,0.76668,0.48225,0.97693,0.62912,0.99198,0.000311379,0.000311379,0.000311379
81,8775.34,0.9455,0.59732,0.96531,0.78409,0.71853,0.77115,0.48474,0.97248,0.62347,0.98733,0.000297232,0.000297232,0.000297232
82,8881.86,0.93989,0.59506,0.9608,0.78576,0.71781,0.76956,0.48423,0.97295,0.62198,0.98959,0.000283085,0.000283085,0.000283085
83,8988.39,0.93621,0.58906,0.95832,0.78869,0.71905,0.77079,0.48511,0.97419,0.62225,0.98906,0.000268938,0.000268938,0.000268938
84,9094.86,0.93818,0.59098,0.96014,0.78618,0.72533,0.77375,0.486,0.97354,0.61999,0.9898,0.000254791,0.000254791,0.000254791
85,9202.27,0.93345,0.58566,0.96159,0.78699,0.72543,0.77382,0.48578,0.97444,0.61976,0.99127,0.000240644,0.000240644,0.000240644
86,9308.69,0.9275,0.58336,0.95731,0.787,0.71864,0.77003,0.48561,0.97395,0.61873,0.99071,0.000226497,0.000226497,0.000226497
87,9415.38,0.92918,0.58337,0.96068,0.79184,0.71584,0.77393,0.48708,0.97064,0.61557,0.98859,0.000212349,0.000212349,0.000212349
88,9522.76,0.92725,0.58004,0.95628,0.79118,0.71822,0.77418,0.48771,0.97051,0.61514,0.98784,0.000198202,0.000198202,0.000198202
89,9629.01,0.93156,0.58695,0.95913,0.79459,0.71875,0.77638,0.48911,0.96971,0.61016,0.98876,0.000184055,0.000184055,0.000184055
90,9736.07,0.92671,0.57971,0.95627,0.799,0.71603,0.77534,0.48851,0.97271,0.61543,0.98762,0.000169908,0.000169908,0.000169908
91,9881.14,0.90938,0.55336,0.94556,0.78515,0.72044,0.77123,0.48367,0.97805,0.62232,0.99006,0.000155761,0.000155761,0.000155761
92,9985.93,0.90506,0.54425,0.94464,0.7906,0.71269,0.77079,0.48438,0.97664,0.62147,0.98873,0.000141614,0.000141614,0.000141614
93,10089.5,0.9027,0.54177,0.94401,0.78678,0.72139,0.77427,0.4863,0.9739,0.62124,0.9872,0.000127467,0.000127467,0.000127467
94,10194.3,0.89602,0.53708,0.94135,0.79209,0.72035,0.77555,0.48698,0.97206,0.61858,0.98549,0.00011332,0.00011332,0.00011332
95,10298.7,0.89193,0.53367,0.93943,0.7891,0.71651,0.77202,0.48689,0.97245,0.61645,0.98633,9.91726e-05,9.91726e-05,9.91726e-05
96,10402.4,0.89519,0.53198,0.94017,0.79186,0.71728,0.77375,0.48806,0.97226,0.6156,0.98645,8.50255e-05,8.50255e-05,8.50255e-05
97,10506.4,0.89197,0.53154,0.94172,0.79371,0.71733,0.77589,0.48833,0.97069,0.61409,0.98613,7.08784e-05,7.08784e-05,7.08784e-05
98,10610.2,0.88961,0.5293,0.93937,0.7872,0.72122,0.7755,0.48766,0.97141,0.61648,0.98706,5.67313e-05,5.67313e-05,5.67313e-05
99,10714.3,0.88883,0.5283,0.93817,0.78993,0.71608,0.77449,0.48751,0.97137,0.61492,0.98667,4.25842e-05,4.25842e-05,4.25842e-05
100,10818.5,0.88496,0.52609,0.93658,0.79091,0.71775,0.77382,0.48747,0.97063,0.6152,0.98613,2.84371e-05,2.84371e-05,2.84371e-05
